2026-04-13 13:16:03.604 | INFO     | backend.api.routes:ask_question:65 - Received question: Which papers compare CNN and SVM?
2026-04-13 13:16:03.604 | INFO     | backend.kg.sparql_client:__init__:66 - Using remote ORKG SPARQL endpoint: https://orkg.org/triplestore
2026-04-13 13:16:03.604 | INFO     | backend.llm.factory:create_llm_client:47 - Creating LLM client: provider=ollama, model=(default)
2026-04-13 13:16:03.607 | INFO     | backend.llm.ollama_client:__init__:40 - OllamaClient initialized: model=llama3, url=http://localhost:11434
2026-04-13 13:16:03.608 | INFO     | backend.rag.pipeline:ask:110 - Processing question: Which papers compare CNN and SVM?
2026-04-13 13:16:10.393 | INFO     | backend.llm.ollama_client:generate:89 - LLM generation complete: 17 chars, model=llama3
2026-04-13 13:16:10.393 | INFO     | backend.rag.query_classifier:classify_query:72 - Query classified as 'method_comparison'
2026-04-13 13:16:12.222 | INFO     | backend.llm.ollama_client:generate:89 - LLM generation complete: 85 chars, model=llama3
2026-04-13 13:16:12.222 | INFO     | backend.rag.entity_extractor:extract_entities:114 - Entity extraction complete: {'methods': ['CNN', 'SVM'], 'datasets': [], 'tasks': [], 'fields': [], 'metrics': []}
2026-04-13 13:16:12.222 | INFO     | backend.rag.pipeline:ask:120 - Step 1 — Query type: method_comparison
2026-04-13 13:16:12.222 | INFO     | backend.rag.pipeline:ask:121 - Step 2 — Entities: methods=['CNN', 'SVM'], datasets=[], tasks=[], fields=[], metrics=[]
2026-04-13 13:16:12.222 | INFO     | backend.rag.pipeline:ask:140 - Step 3 — Normalization: method_variants={'cnn': ['convolutional neural network', 'dcnn', 'deep convolutional network', 'convnet'], 'svm': ['support vector machine', 'support vector machines', 'support vector classification']}, dataset_variants={}
2026-04-13 13:16:12.621 | INFO     | backend.kg.sparql_client:_query_remote:134 - Remote query returned 10 results.
2026-04-13 13:16:12.700 | INFO     | backend.kg.sparql_client:_query_remote:134 - Remote query returned 10 results.
2026-04-13 13:16:12.723 | INFO     | backend.kg.sparql_client:_query_remote:134 - Remote query returned 10 results.
2026-04-13 13:16:12.756 | INFO     | backend.kg.sparql_client:_query_remote:134 - Remote query returned 10 results.
2026-04-13 13:16:22.485 | WARNING  | backend.kg.sparql_client:_query_remote:138 - SPARQL query timed out after 10s.
  Query (truncated): PREFIX orkgc: <http://orkg.org/orkg/class/>
PREFIX orkgp: <http://orkg.org/orkg/predicate/>
PREFIX orkgr: <http://orkg.o...
2026-04-13 13:16:22.487 | WARNING  | backend.kg.sparql_client:_query_remote:138 - SPARQL query timed out after 10s.
  Query (truncated): PREFIX orkgc: <http://orkg.org/orkg/class/>
PREFIX orkgp: <http://orkg.org/orkg/predicate/>
PREFIX orkgr: <http://orkg.o...
2026-04-13 13:16:22.487 | WARNING  | backend.rag.query_builder:retrieve_async:176 - Timeout on comparison(CNN,SVM) — falling back to title search
2026-04-13 13:16:22.635 | INFO     | backend.kg.sparql_client:_query_remote:134 - Remote query returned 10 results.
2026-04-13 13:16:22.636 | WARNING  | backend.rag.query_builder:retrieve_async:176 - Timeout on comparison_variant(convolutional neural network,SVM) — falling back to title search
2026-04-13 13:16:22.637 | INFO     | backend.rag.query_builder:retrieve_async:210 - Async retrieval complete: 60 total results from 5 queries (strategies: ['timeout_fallback(comparison(CNN,SVM))', 'timeout_fallback(comparison_variant(convolutional neural network,SVM))', 'method(CNN)', 'method(convolutional neural network)', 'method(SVM)', 'method(support vector machine)'])
2026-04-13 13:16:22.637 | INFO     | backend.rag.pipeline:ask:148 - Step 4 — Retrieval: 60 results from 5 queries
2026-04-13 13:16:22.638 | INFO     | backend.rag.pipeline:ask:155 - Step 5 — Ranking: 60 rows, top score=3
2026-04-13 13:16:22.638 | INFO     | backend.rag.pipeline:ask:166 - Step 6 — Filter: 60 → 60 rows (dropped 0 noise rows)
2026-04-13 13:16:22.638 | INFO     | backend.rag.pipeline:ask:173 - Step 7 — Truncation: top 8 papers
2026-04-13 13:16:48.756 | INFO     | backend.llm.ollama_client:generate:89 - LLM generation complete: 1314 chars, model=llama3
2026-04-13 13:16:48.756 | INFO     | backend.rag.pipeline:ask:185 - Step 9 — Answer: 1314 chars
2026-04-13 13:16:49.255 | INFO     | backend.kg.sparql_client:_query_remote:134 - Remote query returned 1 results.
2026-04-13 13:16:49.273 | INFO     | backend.rag.query_classifier:classify_query:72 - Query classified as 'topic_search'
2026-04-13 13:16:49.274 | INFO     | backend.rag.query_classifier:classify_query:72 - Query classified as 'method_comparison'
2026-04-13 13:16:49.274 | INFO     | backend.rag.query_classifier:classify_query:72 - Query classified as 'dataset_search'
2026-04-13 13:16:49.274 | INFO     | backend.rag.query_classifier:classify_query:72 - Query classified as 'claim_verification'
2026-04-13 13:16:49.275 | INFO     | backend.rag.query_classifier:classify_query:72 - Query classified as 'method_usage'
2026-04-13 13:16:49.275 | INFO     | backend.rag.query_classifier:classify_query:72 - Query classified as 'paper_lookup'
2026-04-13 13:16:49.276 | WARNING  | backend.rag.query_classifier:classify_query:75 - Unexpected classifier output: 'I don't know' — falling back to topic_search
2026-04-13 13:16:49.276 | INFO     | backend.rag.query_classifier:classify_query:72 - Query classified as 'topic_search'
2026-04-13 13:16:49.280 | ERROR    | backend.rag.query_classifier:classify_query:81 - Query classification failed: Ollama down — falling back to topic_search
2026-04-13 13:16:49.281 | INFO     | backend.rag.query_classifier:classify_query:72 - Query classified as 'topic_search'
2026-04-13 13:16:49.281 | INFO     | backend.rag.entity_extractor:extract_entities:114 - Entity extraction complete: {'methods': ['CNN', 'SVM'], 'datasets': [], 'tasks': [], 'fields': [], 'metrics': []}
2026-04-13 13:16:49.282 | INFO     | backend.rag.entity_extractor:extract_entities:114 - Entity extraction complete: {'methods': [], 'datasets': ['MNIST', 'CIFAR-10'], 'tasks': [], 'fields': [], 'metrics': []}
2026-04-13 13:16:49.282 | INFO     | backend.rag.entity_extractor:extract_entities:114 - Entity extraction complete: {'methods': ['BERT'], 'datasets': [], 'tasks': ['sentiment analysis'], 'fields': [], 'metrics': []}
2026-04-13 13:16:49.283 | INFO     | backend.rag.entity_extractor:extract_entities:114 - Entity extraction complete: {'methods': [], 'datasets': [], 'tasks': [], 'fields': ['natural language processing'], 'metrics': []}
2026-04-13 13:16:49.283 | INFO     | backend.rag.entity_extractor:extract_entities:114 - Entity extraction complete: {'methods': [], 'datasets': ['MNIST'], 'tasks': [], 'fields': [], 'metrics': ['accuracy']}
2026-04-13 13:16:49.283 | WARNING  | backend.rag.entity_extractor:extract_entities:102 - Entity extractor: no JSON found in response: 'I cannot parse this'
2026-04-13 13:16:49.284 | ERROR    | backend.rag.entity_extractor:extract_entities:121 - Entity extraction failed: Ollama down
2026-04-13 13:16:49.284 | INFO     | backend.rag.entity_extractor:extract_entities:114 - Entity extraction complete: {'methods': ['BERT'], 'datasets': [], 'tasks': [], 'fields': [], 'metrics': []}
2026-04-13 13:16:49.285 | INFO     | backend.rag.entity_extractor:extract_entities:114 - Entity extraction complete: {'methods': ['CNN'], 'datasets': ['MNIST'], 'tasks': [], 'fields': [], 'metrics': []}
2026-04-13 13:16:49.285 | INFO     | backend.rag.entity_extractor:extract_entities:114 - Entity extraction complete: {'methods': ['CNN', 'SVM'], 'datasets': ['MNIST'], 'tasks': [], 'fields': [], 'metrics': []}
2026-04-13 13:16:49.286 | INFO     | backend.rag.entity_extractor:extract_entities:114 - Entity extraction complete: {'methods': ['CNN'], 'datasets': [], 'tasks': [], 'fields': [], 'metrics': []}
2026-04-13 13:16:49.303 | INFO     | backend.rag.pipeline:ask:110 - Processing question: What papers apply BERT to SQuAD?
2026-04-13 13:16:49.304 | INFO     | backend.rag.pipeline:ask:120 - Step 1 — Query type: method_usage
2026-04-13 13:16:49.305 | INFO     | backend.rag.pipeline:ask:121 - Step 2 — Entities: methods=['BERT'], datasets=['SQuAD'], tasks=[], fields=[], metrics=[]
2026-04-13 13:16:49.305 | INFO     | backend.rag.pipeline:ask:140 - Step 3 — Normalization: method_variants={'bert': ['bidirectional encoder representations from transformers', 'bert-base', 'bert-large']}, dataset_variants={'squad': ['stanford question answering dataset', 'squad 1.1', 'squad v1']}
2026-04-13 13:16:49.306 | INFO     | backend.rag.query_builder:retrieve_async:210 - Async retrieval complete: 6 total results from 3 queries (strategies: ['combined(BERT,SQuAD)', 'method(BERT)', 'method(bidirectional encoder representations from transformers)'])
2026-04-13 13:16:49.306 | INFO     | backend.rag.pipeline:ask:148 - Step 4 — Retrieval: 6 results from 3 queries
2026-04-13 13:16:49.306 | INFO     | backend.rag.pipeline:ask:155 - Step 5 — Ranking: 6 rows, top score=5
2026-04-13 13:16:49.306 | INFO     | backend.rag.pipeline:ask:166 - Step 6 — Filter: 6 → 6 rows (dropped 0 noise rows)
2026-04-13 13:16:49.306 | INFO     | backend.rag.pipeline:ask:173 - Step 7 — Truncation: top 8 papers
2026-04-13 13:16:49.307 | INFO     | backend.rag.pipeline:ask:185 - Step 9 — Answer: 12 chars
2026-04-13 13:16:49.309 | INFO     | backend.rag.pipeline:ask:110 - Processing question: What papers apply BERT to SQuAD?
2026-04-13 13:16:49.310 | INFO     | backend.rag.pipeline:ask:120 - Step 1 — Query type: method_usage
2026-04-13 13:16:49.310 | INFO     | backend.rag.pipeline:ask:121 - Step 2 — Entities: methods=['BERT'], datasets=['SQuAD'], tasks=[], fields=[], metrics=[]
2026-04-13 13:16:49.310 | INFO     | backend.rag.pipeline:ask:140 - Step 3 — Normalization: method_variants={'bert': ['bidirectional encoder representations from transformers', 'bert-base', 'bert-large']}, dataset_variants={'squad': ['stanford question answering dataset', 'squad 1.1', 'squad v1']}
2026-04-13 13:16:49.311 | INFO     | backend.rag.query_builder:retrieve_async:210 - Async retrieval complete: 6 total results from 3 queries (strategies: ['combined(BERT,SQuAD)', 'method(BERT)', 'method(bidirectional encoder representations from transformers)'])
2026-04-13 13:16:49.311 | INFO     | backend.rag.pipeline:ask:148 - Step 4 — Retrieval: 6 results from 3 queries
2026-04-13 13:16:49.311 | INFO     | backend.rag.pipeline:ask:155 - Step 5 — Ranking: 6 rows, top score=5
2026-04-13 13:16:49.311 | INFO     | backend.rag.pipeline:ask:166 - Step 6 — Filter: 6 → 6 rows (dropped 0 noise rows)
2026-04-13 13:16:49.311 | INFO     | backend.rag.pipeline:ask:173 - Step 7 — Truncation: top 8 papers
2026-04-13 13:16:49.311 | INFO     | backend.rag.pipeline:ask:185 - Step 9 — Answer: 12 chars
2026-04-13 13:16:49.312 | INFO     | backend.rag.pipeline:ask:110 - Processing question: Papers about NLP
2026-04-13 13:16:49.313 | INFO     | backend.rag.pipeline:ask:120 - Step 1 — Query type: topic_search
2026-04-13 13:16:49.313 | INFO     | backend.rag.pipeline:ask:121 - Step 2 — Entities: methods=[], datasets=[], tasks=[], fields=['NLP'], metrics=[]
2026-04-13 13:16:49.313 | INFO     | backend.rag.pipeline:ask:140 - Step 3 — Normalization: method_variants={}, dataset_variants={}
2026-04-13 13:16:49.313 | INFO     | backend.rag.query_builder:retrieve_async:210 - Async retrieval complete: 4 total results from 2 queries (strategies: ['field(NLP)', 'field(natural language processing)'])
2026-04-13 13:16:49.313 | INFO     | backend.rag.pipeline:ask:148 - Step 4 — Retrieval: 4 results from 2 queries
2026-04-13 13:16:49.313 | INFO     | backend.rag.pipeline:ask:155 - Step 5 — Ranking: 4 rows, top score=0
2026-04-13 13:16:49.313 | INFO     | backend.rag.pipeline:ask:166 - Step 6 — Filter: 4 → 0 rows (dropped 4 noise rows)
2026-04-13 13:16:49.313 | INFO     | backend.rag.pipeline:ask:173 - Step 7 — Truncation: top 8 papers
2026-04-13 13:16:49.313 | INFO     | backend.rag.pipeline:ask:185 - Step 9 — Answer: 23 chars
2026-04-13 13:16:49.314 | INFO     | backend.rag.pipeline:ask:110 - Processing question: BERT on SQuAD
2026-04-13 13:16:49.315 | INFO     | backend.rag.pipeline:ask:120 - Step 1 — Query type: method_usage
2026-04-13 13:16:49.315 | INFO     | backend.rag.pipeline:ask:121 - Step 2 — Entities: methods=['BERT'], datasets=['SQuAD'], tasks=[], fields=[], metrics=[]
2026-04-13 13:16:49.315 | INFO     | backend.rag.pipeline:ask:140 - Step 3 — Normalization: method_variants={'bert': ['bidirectional encoder representations from transformers', 'bert-base', 'bert-large']}, dataset_variants={'squad': ['stanford question answering dataset', 'squad 1.1', 'squad v1']}
2026-04-13 13:16:49.315 | INFO     | backend.rag.query_builder:retrieve_async:210 - Async retrieval complete: 6 total results from 3 queries (strategies: ['combined(BERT,SQuAD)', 'method(BERT)', 'method(bidirectional encoder representations from transformers)'])
2026-04-13 13:16:49.315 | INFO     | backend.rag.pipeline:ask:148 - Step 4 — Retrieval: 6 results from 3 queries
2026-04-13 13:16:49.315 | INFO     | backend.rag.pipeline:ask:155 - Step 5 — Ranking: 6 rows, top score=5
2026-04-13 13:16:49.315 | INFO     | backend.rag.pipeline:ask:166 - Step 6 — Filter: 6 → 6 rows (dropped 0 noise rows)
2026-04-13 13:16:49.315 | INFO     | backend.rag.pipeline:ask:173 - Step 7 — Truncation: top 8 papers
2026-04-13 13:16:49.315 | INFO     | backend.rag.pipeline:ask:185 - Step 9 — Answer: 12 chars
2026-04-13 13:16:49.317 | INFO     | backend.rag.pipeline:ask:110 - Processing question: Papers on robotics
2026-04-13 13:16:49.317 | INFO     | backend.rag.pipeline:ask:120 - Step 1 — Query type: topic_search
2026-04-13 13:16:49.317 | INFO     | backend.rag.pipeline:ask:121 - Step 2 — Entities: methods=[], datasets=[], tasks=[], fields=['robotics'], metrics=[]
